,Facility Id,Primary NAICS Code,Latest Reported Industry Type (sectors),2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
4219,1008036,325998,Chemicals,29111.34,31739.38,32262.628,30445.736,37549.708,40332.148,39918.7,41260.144,45704.428,51650.756
4220,1008038,325998,Chemicals,23602.912,24510.908,25772.852,23805.76,26617.7,25322.404,21725.768,22384.816,26016.852,27156.148
4221,1005928,562212,Waste,187344.798,179651.298,169852.248,162452.8,154696.65,142368.05,145812.848,143231.048,139738.6,133519.25
4224,1000595,221112,Power Plants,152143.684,95312.796,159374.36,162561.048,173226.76,204563.892,81202.776,153832.18,188258.504,108062.6
4227,1007586,562212,Waste,14048.346,12663.746,12718.246,13035.746,25333.596,19140.496,25324.246,23009.996,29827.907311,34877.705
4228,1002341,562212,Waste,62286.5,252269.0,191136.75,140752.0,167506.75,110466.25,154371.5,139865.0,178259.0,132033.0
4230,1004993,562212,Waste,105901.0,101401.5,95880.0,87660.5,86011.75,79804.0,71640.5,141589.25,132440.5,128879.75
4232,1001905,325110,Chemicals,73504.176,74889.842,72871.348,75470.44,72939.45,74217.516,67510.498,76139.83,68905.05,77213.28
4234,1007584,562212,Waste,23399.3,28059.35,27354.6,24036.1,17958.6,23577.6,25486.85,22082.234,18100.871775,21753.706
4235,1007137,325212,Other,53260.7,50559.36,54130.996,52861.3,47975.568,40794.696,39518.9,42288.34,42242.44,36429.012
4236,1008025,322110,"Pulp and Paper,Waste",92022.122,85726.152,92906.116,93338.704,93476.364,57575.93,82011.056,86679.778,111484.92,107701.492
4237,1006421,562212,Waste,33172.748,26543.998,21547.648,18474.748,14137.3,22604.148,46461.7,44715.8,42686.45,40776.5
4238,1003627,562212,Waste,84212.1,82720.95,60699.8,56158.074,34299.914,40880.55,38067.25,35190.5,67814.348,60009.544
4239,1002557,562212,Waste,74984.0,86422.25,91978.5,97321.5,95300.25,107213.75,107831.5,120747.5,128212.5,137870.0
4240,1002268,562213,Waste,219099.324,224242.83,221652.674,207859.018,223718.4,213808.208,226908.452,214321.672,207443.6,201039.45
4241,1002990,562212,Waste,89540.25,86157.25,79189.0,72488.5,73149.25,74792.0,77237.0,79521.0,82396.25,85639.75
4242,1007472,212112,Other,447089.5,493613.75,550500.75,559443.25,400893.75,323319.75,365771.0,405799.75,372969.25,404513.0
4243,1002546,562212,Waste,50119.25,88227.0,83915.5,71517.75,65751.75,62095.6,57536.1,64342.95,65469.4,56240.2
4244,1006136,327310,Minerals,381388.312,307746.79,262831.142,346872.482,278110.066,312099.864,237634.708,242945.99,202405.734,387183.08
4245,1005352,327310,Minerals,427316.28,406159.048,413113.054,616524.354,443711.438,495055.52,313698.146,320341.748,393649.648,347310.964
4246,1006234,327310,Minerals,518588.302,538720.744,548652.176,597385.712,537230.35,562220.582,535401.08,608627.948,532451.734,728229.86
4247,1002049,327310,Minerals,104417.4,124030.6,125247.6,138387.3,126940.38,132474.274,116368.036,118727.06,110504.24,124905.012
4248,1002787,327310,Minerals,2028969.094,1842548.154,1814727.894,1915616.232,1848656.362,1825245.85,1695248.766,1666795.368,1657280.5,1106743.99
4249,1003891,327310,Minerals,601079.488,564335.822,509571.542,628118.524,574495.928,496920.276,569117.904,531420.354,576912.218,523968.608
4250,1005742,327310,Minerals,437396.73,444887.172,437585.664,580479.604,730113.974,785720.282,653361.778,706686.0,656713.0,607152.0
4251,1002976,332111,Other,19187.928,16678.036,17293.584,21832.668,19256.428,19677.876,19310.628,18037.132,20745.724,24859.66
4252,1002566,327310,Minerals,532341.65,553979.752,624481.72,598790.8,574313.484,560662.674,572261.0,468606.542,543581.536,555623.1
4253,1004612,327310,Minerals,283688.608,293213.326,318411.848,264233.94,181721.83,281164.118,245604.87,267830.848,229500.964,189204.14
4254,1000198,327310,Minerals,79663.174,95668.978,79702.948,77792.144,74144.4,102169.4,63996.2,75039.386,72673.196,80415.35
4255,1007023,562212,Waste,31290.3,41095.2,40359.25,46310.7,29982.35,39354.2,28131.0,29735.0,31067.1,26555.6
4258,1005365,562212,Waste,58000.75,61402.75,65004.5,68817.25,72854.0,77127.25,81651.25,86440.5,91510.75,96878.25
4259,1002620,327410,Minerals,765517.78,813662.272,1029626.872,865506.08,929564.308,1041200.262,1105013.306,1033367.744,993333.468,971654.118
4260,1006911,327410,Minerals,767242.4,791590.7,810465.5,815404.698,758647.168,720535.98,722949.284,778475.924,757071.952,748581.594
4261,1002601,327410,Minerals,64319.124,82028.808,85022.156,105539.384,83937.056,85010.852,76419.456,60002.526,54449.082,55341.664
4262,1002405,327410,Minerals,192843.52,188859.572,211834.804,207018.008,167855.036,182740.772,193005.764,194455.712,190184.81,175232.824
4263,1002549,327410,Minerals,674108.532,848448.636,848877.636,621187.14,673219.34,759599.36,847059.946,771691.51,743244.22,751219.77
4265,1002553,327410,Minerals,428775.378,538605.662,542694.002,507863.022,521665.036,571355.158,583947.134,559908.82,601237.864,608692.174
4266,1005122,327212,Minerals,50450.984,64699.496,61266.208,67622.44,65442.896,63609.204,55090.828,69717.384,84031.088,83256.592
4267,1007812,562212,Waste,114220.2,134385.628,133176.724,144546.968,163779.02,158441.344,83986.818,121931.504,144916.295541,82491.692486
4268,1004469,325412,Chemicals,23322.406,24082.844,24944.126,24884.628,27050.74,22933.956,23489.61,24766.89,24612.544,24287.596
4269,1005641,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",252722.674,231771.262,198184.664,212094.16,206126.58,287961.508,278216.267,307802.616,267690.223,296497.411
4270,1005461,562212,Waste,46836.5,46223.75,45783.0,45534.25,45327.5,45034.0,44744.0,44213.25,43664.0,43218.5
4271,1002114,333992,Other,20796.972,25348.404,26835.748,24139.46,24128.56,27519.496,30659.184,30866.132,29660.24,32911.326
4273,1004668,325193,Other,76199.164,76199.164,79973.7,78784.504,75503.466,75500.716,74696.668,66567.4,63353.062,74396.166
4274,1003737,325193,"Other,Waste",92621.052,99106.33,90405.56,94972.094,91938.912,89043.366,154660.062,172193.038,174029.24,173801.64
4275,1002119,325120,"Chemicals,Suppliers of CO2",183561.436,156967.192,169809.38,168250.236,160850.984,171269.884,156643.228,121257.74,112874.744,113643.532
4276,1002120,325120,Chemicals,1779871.692,1656904.092,1541079.592,1610102.992,1456578.692,1539643.292,1376543.34,698776.292,608103.392,562748.392
4278,1005941,325120,Chemicals,458394.2,504258.3,502201.5,539884.6,530687.1,476351.7,447576.9,484383.0,591744.0,672605.0
4279,1006732,325120,Chemicals,74395.1,79792.8,79973.6,74748.8,70956.1,41690.3,38800.8,42050.2,39397.9,39470.6
4280,1006562,325120,Chemicals,401851.356,383481.86,322092.88,398721.708,387137.616,424829.756,373937.312,378752.758,388235.912,411215.56
4282,1005288,212312,Minerals,330076.31,364424.768,324020.998,340539.314,309567.11,262779.034,320360.588,311286.424,287812.022,292611.76
4283,1006856,325212,Other,53955.396,60624.372,57001.836,54486.844,52522.852,58378.18,53120.5,57547.534,64410.908,65510.404
4284,1007861,324110,"Chemicals,Petroleum Product Suppliers,Refineries",684794.914,572100.032,662394.74,669188.056,448326.812,543135.594,517884.522,495525.7,488279.608,438521.442
4285,1001628,211120,Petroleum and Natural Gas Systems,669975.73,634438.51,677233.06,682448.826,677985.126,701549.648,666640.052,716299.17,709876.044,710687.45
4286,1006302,562212,Waste,34768.25,46003.0,52179.35,56518.55,63888.5,72386.05,79719.15,71810.0,114133.5,112623.0
4289,1002995,325193,Other,183670.908,168279.516,174119.644,174806.392,167124.92,164789.58,150704.532,158239.604,160172.588,158437.538
4290,1006229,562212,Waste,11487.75,8115.0,9237.0,8040.75,8093.0,12596.25,11284.75,13328.75,15649.3658,17150.0
4291,1006860,221112,Power Plants,10588.16,9589.064,13483.1,13729.8,5236.98,64290.708,118511.704,167522.62,170501.908,169919.36
4292,1002249,562212,Waste,135311.0,121744.0,147577.65,158003.25,164560.3,138336.25,121056.9,117345.1,123244.0,125911.7
4296,1002771,331315,Metals,223604.108,224573.804,199405.8,177891.68,168969.264,165377.428,174405.89,166155.524,167000.456,169192.818
4297,1000064,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",43051.488,64354.478,73310.74,64433.248,62168.248,51811.764,57114.886,67293.174,73576.892,72051.892
4298,1004289,327310,Minerals,424512.27,324960.012,370453.822,366566.866,437571.256,466479.246,520633.242,374730.172,331856.006,200036.68
4299,1006112,327310,Minerals,866806.83,743219.648,818214.822,925746.152,674651.628,831089.946,798839.638,788160.268,881252.544,764346.074
4300,1005302,327310,Minerals,1013842.622,948683.384,920798.482,1059314.17,1107050.186,1110153.338,958652.136,944247.008,732730.436,932591.362
4301,1006795,211130,Petroleum and Natural Gas Systems,51706.852,56645.79,16770.766,20279.2,32283.594,46403.344,50568.382,51888.734,50167.78,49719.336
4302,1006107,562212,Waste,120343.5,78164.0,8602.0,85344.25,102858.0,113136.0,120180.75,175107.5,14735.5,17628.75
4303,1007969,562212,Waste,132539.8,109338.0,108719.0,116942.7,137274.2,134931.55,177226.8,191183.4,155436.7,151887.7
4304,1002247,928110,Other,53693.046,47257.472,51423.1,42558.486,43837.88,46312.474,46899.37,53687.094,59729.276,59310.014
4306,1007147,221330,Power Plants,73440.488,71377.228,81524.734,83396.572,84922.662,98935.848,100517.708,85536.132,102022.364,105755.18
4308,1003855,325193,Other,139111.976,148398.692,169024.364,179896.972,171049.456,167483.518,172876.548,161483.78,159826.592,167631.862
4309,1002988,311224,Other,93520.548,94310.144,88159.068,88205.468,91493.356,86173.276,84749.48,80202.148,84335.384,69262.488
4310,1004127,325180,Chemicals,244106.82,267862.378,262853.272,265566.596,261129.75,258931.06,266454.81,275555.884,403651.504,392284.808
4311,1006955,611310,Other,121266.344,109221.588,109721.836,95731.64,110051.136,108351.592,111917.828,114782.556,108432.592,89914.612
4312,1005362,221330,Power Plants,34923.768,36749.112,37369.36,34712.12,34448.072,34570.62,34780.72,35400.016,35143.576,36221.464
4313,1005287,622110,Other,24416.308,24810.556,28639.192,25830.252,27516.796,3404.988,30270.236,32979.876,41117.296,34696.22
4314,1000135,221112,Power Plants,439480.82,276904.247,344803.876,242590.777,450092.032,136699.708,89549.068,97591.44,85288.836,74952.272
4315,1006602,221112,Power Plants,8645.668,11363.208,7188.472,5721.028,12983.052,5636.528,1108.896,81815.792,49488.964,49232.064
4316,1000619,325199,Chemicals,23737.66,23208.912,24316.508,32157.228,30964.984,30835.484,30432.536,39304.732,29071.04,30357.536
4317,1000618,325199,Chemicals,31258.376,33603.57,34584.714,30873.63,29885.634,31105.978,31529.576,30480.78,28317.988,31769.524
4318,1000620,325199,Chemicals,115070.116,114578.568,100826.02,108900.34,110680.984,109183.288,103159.112,138359.536,103235.86,104140.708
4319,1002355,211130,Petroleum and Natural Gas Systems,212248.326,207203.17,220615.048,226105.032,222817.636,112195.7562,43695.959,51849.39,63016.886,63518.056
4320,1004714,325211,Other,149303.988,110440.784,137674.132,143293.76,156790.16,151223.432,165953.876,132349.952,144859.204,111543.246
4321,1001214,325211,Other,60494.372,48300.468,65292.304,58416.88,70566.284,61792.268,62701.164,60082.016,67790.344,63705.36
4323,1002286,324110,"Petroleum Product Suppliers,Refineries",34464.9,37672.764,38225.174,38579.808,39999.608,39871.474,38110.944,36387.664,34822.098,33419.604
4324,1006175,221114,Power Plants,17845.084,25313.204,22121.116,30708.384,22837.764,27286.848,18489.632,22951.164,84954.08,88949.416
4325,1005280,562212,Waste,36339.25,70537.6,68165.65,37111.15,20601.1,37432.35,14427.0,19879.5,22310.5,13506.5
4326,1004310,562212,Waste,6548.75,7284.5,6351.5,7513.5,9873.75,12700.0,9949.0,6472.5,6752.5,13297.5
4327,1007562,325110,"Chemicals,Petroleum Product Suppliers",289263.84,324698.51,403760.556,377738.136,351753.616,408366.914,354048.072,269489.226,264096.826,239931.98
4330,1006539,221112,Power Plants,6309568.734,6127794.41,5673097.34,4258928.804,8539488.374,7585939.474,8216484.962,7647276.67,8738454.502,8452281.064
4333,1001339,221112,Power Plants,665280.036,414421.664,430399.156,1183629.612,1687186.348,2113818.616,2532227.916,2528938.176,2112833.42,509735.96
4337,1000192,221112,Power Plants,15710653.008,14180189.876,14846788.232,15207320.146,13966156.718,14754370.666,13653601.148,15330244.95,14185676.042,18234145.3
4340,1007814,562212,Waste,66507.0,59781.0,67243.5,61652.0,72056.0,63944.0,61293.0,57402.25,65610.89465,110625.0
4341,1001161,221112,Power Plants,621932.584,362165.826,396400.638,323888.126,419434.01,247533.392,423408.194,423507.844,324083.632,220841.656
4343,1005360,327310,Minerals,839073.234,1017683.516,1048662.078,561154.728,297791.748,996071.518,817232.166,980975.968,1138373.268,981246.79
4344,1007457,221112,Power Plants,1368279.783,1386422.955,1539335.541,1328030.51,446650.42,1453646.342,952391.269,992492.458,1533697.916,1104516.592
4346,1001432,221112,Power Plants,284736.744,184860.808,190302.044,70256.34,208676.476,107451.452,55926.792,321701.908,398654.272,81737.596
4349,1007503,221112,Power Plants,282446.304,198079.616,178880.588,107474.152,145986.208,165805.136,176289.89,180544.38,140981.028,421430.126
4350,1001338,221112,Power Plants,2146311.696,2091527.148,2066114.692,1945373.64,2140047.868,1919117.636,1796950.54,1796843.94,1758498.232,2058553.824
4351,1006852,221112,Power Plants,222072.194,290359.578,272890.88,252215.044,385112.126,506970.512,546503.736,779717.006,667608.638,720341.42
4353,1000454,221112,Power Plants,2171083.504,2064681.748,1938865.164,1356155.576,2196184.212,1753833.252,1728013.796,987306.292,1145338.656,645230.66
4354,1000203,221112,Power Plants,30044.038,45936.32,103041.568,51728.856,128305.72,57432.688,24129.818,83656.04,100676.576,69108.144
4356,1001283,221112,Power Plants,104968.96,161318.852,344906.534,406423.742,514125.472,565551.722,329708.308,194794.958,260659.186,147885.784
4358,1002097,486210,Petroleum and Natural Gas Systems,41543.208,83453.006,91418.276,84795.254,71764.042,74194.788,72217.542,80632.22,84438.0,83646.9
4359,1001310,221112,Power Plants,2680798.216,2648107.036,2811423.332,2322417.344,2277887.408,2324074.588,2052790.292,1972116.744,1965982.516,1720044.624
4361,1000614,311411,"Other,Waste",75823.452,83675.726,76723.79,48616.29,35965.864,36252.164,34551.42,34224.772,34603.02,32477.23
4362,1000615,311411,"Other,Waste",70801.868,82305.156,51685.148,57166.182,57426.884,54451.792,53941.032,53184.544,57744.824,48371.774
4364,1008150,486210,Petroleum and Natural Gas Systems,22248.672,28353.862,26665.714,19711.382,27866.262,22689.18,19747.04,20903.536,16480.406,30528.91
4367,1007677,562213,Waste,159716.898,156488.79,158699.12,155599.786,175483.588,170154.22,160059.572,152008.472,157391.514,151956.998
4368,1007424,562212,Waste,44156.1,43268.7,42073.5,41463.75,34032.75,40338.5,39958.25,39442.5,38962.5,37220.0
4369,1007225,562212,Waste,1336.75,1283.25,1469.5,1553.25,1827.5,7988.75,9618.25,9526.25,18306.243325,15625.0
4371,1000049,221112,Power Plants,20384.624,13117.852,5929.228,5618.68,7598.472,7201.124,2186.892,5113.432,7802.172,2689.54
4374,1007419,221112,Power Plants,413962.662,489009.48,1049449.754,1110082.24,1017424.936,980932.58,1431918.364,1068755.002,1270861.24,1538958.138
4375,1001491,221112,Power Plants,1901543.9,1497581.744,1511856.888,1589296.508,1401143.292,1863701.45,2416216.706,2236068.168,2286968.442,2714415.65
4376,1001668,562212,Waste,22874.75,24216.5,25637.0,27140.75,28732.75,30418.0,32202.25,34091.0,49971.75,52903.0
4377,1001045,221112,Power Plants,9354587.732,10641644.23,11841952.638,11295359.5,11534872.24,12033757.98,11039099.196,12898437.678,12171941.274,13629924.422
4378,1006725,221112,Power Plants,37812.56,58742.96,88276.472,58942.832,129602.02,56515.24,76233.968,109404.944,105901.208,54562.596
4379,1000147,221112,Power Plants,18881.38,29760.04,25001.456,27479.348,25732.504,36228.616,42942.992,46778.476,38707.956,19796.976
4381,1000686,221112,Power Plants,12714.604,14882.896,11477.66,5177.532,9672.416,118495.59,454543.422,592000.566,468946.556,614687.006
4385,1003626,562212,Waste,12667.75,11104.0,13933.75,15679.0,17891.0,16357.75,17042.75,17137.5,53687.5,68100.0
4386,1007471,221112,Power Plants,209876.9,238000.456,1371091.348,1530024.308,1469494.426,2128301.62,2095965.13,2152810.288,1952649.41,2294443.474
4388,1010314,486210,Petroleum and Natural Gas Systems,16064.296,15544.0,21641.294,20028.78,29576.7,25628.712,12563.208,1505.25,1016.55,541.35
4391,1000582,221112,Power Plants,1989387.918,2580948.908,3015296.226,2680612.484,2552859.406,2513635.416,3836538.186,3714186.16,3191939.37,3758904.12
4392,1000138,221112,Power Plants,3392707.476,3124618.172,2832859.052,2859822.952,3006185.908,2657099.104,1330256.072,1049873.66,2566637.688,1590999.656
4397,1001380,221112,Power Plants,182808.572,100308.728,61210.924,68146.648,38996.256,17799.784,22465.268,41272.748,69652.492,19459.228
4400,1006851,562212,Waste,92810.75,91633.75,88200.75,86924.75,85664.75,84346.5,82494.25,61809.5,59481.0,57008.25
4402,1001835,327310,Minerals,636178.636,754527.64,684766.712,719454.962,726208.896,881251.446,694348.888,671928.148,680210.942,758083.362
4403,1000290,327310,Minerals,188584.94,247459.82,234870.698,270862.87,323771.214,426315.482,411368.398,365697.642,318708.66,389597.344
4404,1002517,327310,Minerals,392246.35,446093.06,580916.544,532909.032,434178.816,641774.51,633404.026,604397.26,617212.684,569269.436
4405,1000836,221112,Power Plants,3459328.228,4148579.738,3768821.182,4222456.534,4568972.604,4033084.54,3999564.84,4496384.584,3702960.052,3515900.294
4406,1000343,324110,"Chemicals,Petroleum Product Suppliers,Refineries",1730143.602,1930020.59,1874674.854,1760803.784,1757155.4,1800220.438,2040904.84,1705748.26,1675760.104,1913163.48
4407,1004913,562212,Waste,55150.0,98542.75,123195.0,246835.0,215055.0,241152.5,225488.25,152999.0,159663.25,194676.25
4408,1005026,562212,Waste,25395.0,26884.5,28461.5,30130.75,31898.25,33769.25,35750.0,37846.75,40066.75,42417.0
4409,1003609,325220,Other,55939.24,65697.752,66645.3,67148.048,62323.664,66570.0,67226.096,67459.3,58524.28,45050.8
4410,1006816,562212,Waste,73102.0,80424.75,20678.5,71450.0,75624.25,73111.5,71124.75,80178.75,91674.25,98196.0
4411,1000956,221112,Power Plants,68480.861062,92652.9114576,121969.9005428,59470.1690404,42194.61894,23671.1399236,41465.2186332,77551.7553468,56497.04,88406.872
4412,1006594,311513,Other,50889.208,50662.758,48903.416,47379.372,48841.516,49570.064,52080.004,51778.204,49406.964,50037.512
4413,1006819,311513,Other,41651.844,40514.548,39992.6,37615.508,38103.256,37977.756,38470.356,39007.004,39381.552,38245.456
4415,1007768,221112,Power Plants,317240.842,352646.256,322282.404,311859.31,346981.37,300808.408,401957.938,362854.098,305193.804,372772.476
4417,1000928,221112,Power Plants,1244154.44,1278494.656,1171551.252,1028112.184,1352539.284,1307658.204,893193.24,921313.284,940783.564,1088659.116
4420,1002598,327410,Minerals,928735.834,894503.718,957518.618,1018951.338,867406.838,917532.168,1021490.692,1038214.01,1048566.654,1018155.046
4421,1002403,327410,Minerals,517327.692,520715.032,464489.226,426298.248,449677.66,457017.474,468465.6,409399.466,417686.654,366802.592
4422,1002551,327410,Minerals,740125.788,688004.368,679345.8,705432.304,695135.696,793054.062,817181.094,798465.034,826161.346,808468.518
4423,1002432,327410,Minerals,442828.9,507829.0,367846.5,435379.2,401328.264,557978.34,448213.414,339868.616,374115.948,390921.656
4424,1005121,327212,Minerals,58866.808,70730.624,71890.572,70816.216,62373.692,68763.872,63349.288,68910.472,70938.258,72638.302
4425,1001376,221112,Power Plants,1479608.416,1547463.716,1681236.12,1646237.1,1648554.74,1657367.908,1501686.584,1428308.308,1480576.064,1227254.452
4426,1000903,311421,Other,113873.272,81453.344,87311.072,78976.104,90942.308,103338.36,101690.016,91903.104,92306.952,93105.348
4428,1001610,221112,Power Plants,17133.636,50590.564,41870.696,25465.456,37748.86,32611.228,52745.752,32230.28,82826.492,98515.232
4432,1006824,486210,Petroleum and Natural Gas Systems,101405.232,85789.842,107091.264,105406.124,104278.454,81523.364,63629.778,80296.92,72075.148,104441.276
