,Facility Id,Primary NAICS Code,Latest Reported Industry Type (sectors),2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
5884,1002111,322121,Pulp and Paper,198458.452,174857.692,168118.516,175209.94,185920.44,251542.424,220227.796,226449.496,222125.764,327819.932
5885,1002674,322121,Pulp and Paper,171186.656,158488.904,144356.556,148704.34,141164.568,136714.336,134395.644,135987.988,128256.62,143168.26
5886,1005197,336510,Other,21236.258,23092.292,20180.59,23444.63,25014.926,24214.684,24168.07,25323.588,31721.822,30426.964
5887,1004190,311224,Other,13026.228,94246.478,98966.454,96546.73,96809.694,87448.15,94483.638,84401.864,90744.112,93024.394
5888,1005867,325311,"Chemicals,Suppliers of CO2",384391.312,291045.292,342236.22,258400.008,330769.71,281294.018,293730.514,193318.7,269185.36,317761.46
5889,1002615,311224,Other,118162.424,113159.632,113152.23,114826.05,112604.192,105389.3,112572.594,109523.92,108961.156,107149.406
5890,1000001,221112,Power Plants,509154.612,478279.876,302529.48,350890.1,354145.488,405725.952,333193.564,395314.784,14719.108,35878.164
5891,1002817,221330,Power Plants,69990.188,67453.094,44715.132,56411.888,57940.332,61067.62,64159.56,64007.456,59604.476,62085.816
5892,1003199,562212,Waste,69628.454,67757.384,75576.758,77408.632,94867.168,334511.324,126594.276,273833.34,431839.55,431507.498
5893,1004176,221112,Power Plants,4654.228,6838.368,44530.632,67424.028,44949.528,37884.2,29472.332,28668.85,27310.482,19417.54
5894,1004367,221112,Power Plants,226355.112,227714.256,131165.864,125472.936,192574.036,282703.152,209202.024,250237.896,106647.404,82301.896
5897,1006049,562212,Waste,79995.25,75195.0,74279.25,73449.0,73091.75,72259.25,71490.25,70362.25,69861.5,69135.5
5898,1005207,311224,Other,25983.652,29477.74,22829.064,22552.616,23010.964,28622.6,26611.4,27679.9,26473.1,26755.9
5902,1007867,322130,"Pulp and Paper,Waste",320738.862,300179.812,309068.622,328805.508,310249.09,271719.296,259599.244,285743.94,295152.728,340132.926
5904,1001585,221112,Power Plants,20095.676,38187.308,50813.312,37286.612,48904.72,90303.016,54077.848,15688.344,29908.888,16202.74
5906,1004803,562212,Waste,30159.15,31336.4,34682.3,39519.25,37858.0,32700.45,34239.15,35355.95,44615.05,47447.55
5907,1007820,562212,Waste,1032673.33,1023307.378,893597.394,964593.288,944928.15,784070.116,612910.856,559561.056,409651.944,376030.982
5909,1000410,221112,Power Plants,787210.332,464930.128,752157.216,979094.772,891515.796,1151923.632,990689.728,1431209.996,1062639.412,835634.852
5913,1000546,221112,Power Plants,279892.464,322670.952,311038.2,273687.236,189380.648,434853.288,372974.268,176203.296,154994.676,164746.94
5914,1003287,486210,Petroleum and Natural Gas Systems,65352.116,66241.102,28508.294,9923.526,39300.962,45402.642,58406.686,69625.594,71783.436,52151.958
5915,1001252,221112,Power Plants,65110.904,129170.546,198084.566,123374.854,185932.964,716391.504,898681.092,868957.2,919378.01,969794.53
5919,1005830,221112,Power Plants,3017173.272,5240698.076,6557164.574,4367192.026,10398791.142,12061521.427,13668090.289,12072934.212,14930316.802,12434526.198
5922,1001108,221112,Power Plants,49029.216,68912.994,70047.264,82836.492,122327.698,93320.604,16515.436,23950.412,91704.16,8833.668
5923,1000472,221112,Power Plants,187527.004,226033.112,225041.716,118360.812,188933.1,250555.772,237430.02,152267.436,201007.656,187998.404
5924,1007853,562212,Waste,33496.25,45920.0,43625.25,48683.5,56923.55,54206.05,58224.55,69120.894,38950.786634,77595.895
5928,1009064,325199,Chemicals,57077.636,46294.374,47045.472,48023.966,45202.95,42585.006,39647.458,37673.508,33072.9,35573.28
5929,1001300,221112,Power Plants,1553337.04,1642391.464,1528983.032,1545099.672,1835925.844,1801784.872,1589380.912,1559662.22,1765872.804,1509159.756
5930,1000133,221112,Power Plants,1808064.148,1607859.352,1672518.2,1496878.636,1688114.164,1836699.412,1943379.504,1907996.092,1663796.684,1137288.684
5931,1001771,325412,Chemicals,25749.852,36276.108,35895.198,38902.08,37152.536,38598.126,37422.728,34469.272,34818.206,35494.554
5932,1001866,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",131013.804,151451.656,156195.444,161069.032,172223.198,209001.068,212087.856,209674.156,170043.486,162332.572
5933,1007844,324110,"Chemicals,Petroleum Product Suppliers,Refineries",1358697.992,1652117.758,1707061.29,1788788.68,1717020.302,1709216.416,1707643.252,1713391.346,1681166.56,1690706.54
5934,1001048,221112,Power Plants,3512626.218,2813712.474,3655730.364,3991798.506,3107577.212,4119009.472,3073710.384,3315707.298,3394183.798,3056591.844
5938,1003151,531120,Other,90020.458,77532.388,93172.934,94976.826,117361.35,127232.598,119965.902,125204.926,106642.896,107164.108
5940,1010046,311615,"Other,Waste",29740.128,22687.498,29128.296,39808.448,14967.998,35044.646,30794.926,23854.824,49161.572,45585.262
5945,1001202,221112,Power Plants,29763.94,3539.834,23795.1,24706.8,80422.498,124789.238,105375.05,146147.208,189688.996,93648.294
5947,1003185,211130,Petroleum and Natural Gas Systems,4395.488,12652.962,12672.708,31932.75,20043.136,34865.224,27448.812,35293.886,43250.31,7066.894
5949,1001751,611310,Other,105317.348,112120.122,114504.112,109249.98,109137.16,136983.536,167738.66,169030.36,168078.098,184968.77
5950,1000429,562212,Waste,72537.45,74522.95,77347.0,75238.6,72128.95,74329.05,67464.05,68147.0,66196.6,66739.75
5952,1000151,221112,Power Plants,14183.048,38203.808,55177.844,33157.576,46527.328,34364.276,31994.932,23810.908,48927.968,59018.732
5954,1009512,311615,"Other,Waste",32748.168,25244.466,53096.866,61743.912,61862.624,66584.376,59298.176,56701.724,58436.53,52994.762
5957,1007155,221112,Power Plants,243930.484,482967.782,50352.644,25022.256,12082.882,6137.126,67676.224,156073.672,407522.028,312224.996
5958,1000644,221112,Power Plants,127788.07,123491.898,179891.37,140065.194,340704.144,247921.04,91278.448,66628.352,68981.958,53936.24
5960,1007305,221112,Power Plants,1240429.304,1128322.268,1491196.172,744402.84,1247423.876,1459173.992,1298534.588,682375.82,1034280.568,802943.124
5961,1006782,486210,Petroleum and Natural Gas Systems,93110.086,95096.85,107158.94,106014.266,97118.708,99846.492,90301.406,95445.22,82773.504,118457.884
5962,1009496,221112,Power Plants,511824.924,683168.428,731249.096,400239.644,450212.504,445920.42,514212.664,993573.832,1563096.55,1428271.822
5963,1004764,486210,Petroleum and Natural Gas Systems,133941.212,245652.866,257405.764,220666.418,195483.608,47525.104,76708.262,93219.878,47839.332,53405.964
5964,1001536,221112,Power Plants,6581019.162,9081254.488,9291274.428,9921507.23,9783228.6,9323856.016,11087945.754,10195058.306,9357153.834,9760887.962
5965,1003045,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",32683.338,32890.294,30844.25,28471.808,33606.694,34418.296,33793.844,37042.34,39839.744,40411.162
5966,1006941,541714,Other,97468.636,97111.87,93305.768,90506.898,98115.16,101483.39,78982.038,85677.922,99154.82,115698.386
5967,1004343,325414,Chemicals,46353.776,45351.828,46174.176,45809.076,44927.78,47848.928,45506.728,47149.972,48787.366,51989.608
5968,1007726,562212,Waste,25745.912,29088.186,29272.416,32834.114,37828.35,38174.56,39579.018,40864.322,56900.998598,76789.682322
5970,1001261,324110,"Petroleum Product Suppliers,Refineries",127288.956,1447114.834,3212084.242,3218080.066,3216284.214,3110036.696,2942346.856,2886024.05,2994213.464,2749813.578
5971,1003707,312230,Other,38794.102,41299.092,42739.388,42995.788,47214.772,46215.828,58271.576,76023.926,74064.534,75280.77
5972,1004305,324110,"Chemicals,Petroleum Product Suppliers,Refineries",2165204.088,2485972.1,2141599.84,2601904.532,2683509.65,2605821.378,2542665.04,2237006.974,2399929.27,2481990.58
5973,1001964,324110,"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",831184.604,887959.764,921472.998,918076.212,891210.4,913703.148,876733.468,834467.53,752337.22,763154.744
5974,1006843,324110,"Chemicals,Refineries,Suppliers of CO2",1607866.462,1792021.334,1914273.372,1899848.614,1870360.302,1909865.084,1905144.858,2012444.95,1790791.48,1903921.66
5976,1001920,324110,"Chemicals,Petroleum Product Suppliers,Refineries",1785331.932,1954125.654,2018932.818,1995828.644,2127502.662,1839018.918,2117326.97,2225901.896,2021000.48,1737508.374
5979,1007196,322110,"Pulp and Paper,Suppliers of CO2,Waste",201253.638,89504.206,35319.75,37151.0,49735.258,148496.802,162678.25,172809.328,198430.3,179850.57
5980,1000783,562212,Waste,114682.75,108687.5,102813.5,97603.0,92777.25,88650.75,84613.25,81136.25,77877.5,74799.75
5983,1004347,562212,Waste,45831.5,43939.25,44600.75,50654.25,38565.25,35884.0,42381.0,42406.25,23729.0,36708.25
5984,1011751,311615,Other,19377.928,29502.588,35818.116,32888.576,35815.116,33790.472,35762.516,34889.968,35238.3,37390.3
5985,1002499,327211,Minerals,164732.402,179557.834,179205.688,178136.69,160020.482,189179.658,189554.394,163563.128,175342.898,175073.642
5986,1001362,221112,Power Plants,43092.388,42405.544,81160.496,57343.088,56537.592,32483.88,11597.856,20158.724,54848.848,80264.504
5988,1007025,221112,Power Plants,689520.192,685029.86,750987.916,672173.256,673724.344,704376.54,604283.76,778193.116,771853.588,754356.704
5989,1003092,486210,Petroleum and Natural Gas Systems,32801.536,51021.67,39973.654,27012.522,21325.24,31210.384,50571.504,52178.32,42754.712,24765.76
5991,1006227,562212,Waste,61369.0,56048.25,62585.5,51944.5,47207.0,62810.45,43326.75,42292.5,385570.990225,397454.1022
5993,1000456,221112,Power Plants,60843.724,32181.978,76918.508,59146.068,72733.28,87694.166,70168.128,117759.864,147658.152,47472.724
5995,1002646,562212,Waste,50969.5,42448.25,57671.5,57642.25,67092.5,47161.75,58806.75,78565.0,87247.5,56252.5
5999,1011037,562212,Waste,34420.75,33617.0,31536.0,31147.75,6404.25,31012.5,31354.75,31314.5,35165.0,30534.5
6000,1005029,211130,Petroleum and Natural Gas Systems,38135.958,39750.452,40097.25,41511.894,39442.452,44716.582,45910.23,47225.888,48833.186,50622.986
6004,1010987,562212,Waste,22081.25,23183.0,29433.75,29528.75,33211.25,34076.5,34182.75,40302.0,40189.25,41589.5
6006,1005731,221112,Power Plants,18571.578,40445.294,60009.112,81280.6,118104.544,124826.776,75065.814,119220.418,143685.094,94314.264
6007,1001296,221112,Power Plants,252404.804,225431.26,211153.584,124204.394,104457.16,226173.326,289843.044,320587.312,324672.596,378278.21
6008,1004199,322121,Pulp and Paper,405934.894,397019.972,427060.676,438930.694,625310.954,666316.846,692587.316,691054.108,666349.396,828352.788
6009,1000183,322121,Pulp and Paper,307705.348,325299.41,316115.424,318929.064,530069.156,677576.092,718084.19,646931.602,724509.634,742100.298
6010,1004685,221112,Power Plants,43303.436,68581.1,72802.46,72492.014,65698.852,58943.178,56979.582,54828.444,54611.644,60777.32
6011,1001163,221112,Power Plants,4718099.164,4643943.64,4557965.656,4620075.876,4379041.672,4047463.052,3823815.08,3367882.568,4092938.932,3648780.276
6012,1001153,221112,Power Plants,1710355.806,1860196.944,1857185.046,1632148.776,1758088.87,1119667.038,1079132.506,1049044.362,1306088.504,1026808.284
6013,1006577,221112,Power Plants,565991.804,554598.444,767172.804,290510.222,395848.928,485986.552,720417.928,881684.28,960568.038,760131.808
6014,1000816,325199,Power Plants,2912689.966,3019721.656,2814140.14,2982875.522,2982625.504,2757615.888,2812651.774,3114514.856,3030106.468,2639677.494
6017,1003578,211120,Petroleum and Natural Gas Systems,10361.376,13535.408,13560.616,52879.746,62320.672,72116.938,71432.306,72133.564,72189.706,68834.52
6019,1007597,221112,Power Plants,463049.426,616718.552,642384.286,390247.634,598490.836,620096.184,634105.882,668089.86,535659.154,654480.904
6021,1001079,221112,Power Plants,4615.084,3416.588,11672.156,10849.656,19348.48,11964.304,6913.584,10994.454,23972.452,14042.748
6024,1001165,221112,Power Plants,19963.328,26906.414,62801.196,30803.124,77695.126,40665.08,47103.586,108865.294,107493.752,47764.524
6026,1006933,221112,Power Plants,922200.376,513426.238,392562.662,352089.48,275928.13,557173.024,216816.21,64514.738,44452.176,92654.054
6027,1001001,221112,Power Plants,4790078.204,4828411.796,6659463.864,7279463.954,6312732.18,6658703.848,7803900.324,7363142.048,7301455.188,7630982.978
6028,1000539,221112,Power Plants,3395394.06,4048537.476,5187453.794,3665155.14,4379636.104,3835772.048,3555314.848,3956536.026,4520764.44,4238956.094
6029,1007529,325193,Other,19025.228,39241.152,70426.084,77815.556,76946.76,76616.012,80943.896,74676.568,73607.572,80865.796
6031,1009523,325193,Other,62070.116,92806.0,94312.244,105348.704,96893.436,100475.172,88931.416,88572.416,94273.644,89758.612
6032,1005020,325193,Other,91898.252,87581.518,88108.366,93719.996,84055.03,84048.23,83044.886,81130.142,80965.944,111172.34
6033,1004713,325193,Other,88221.068,95515.04,93865.096,93995.096,95263.892,102662.962,81134.044,77649.008,77649.008,73349.424
6034,1007830,325193,"Other,Suppliers of CO2",52694.752,52652.652,57017.936,53233.4,50877.808,50047.612,49849.812,54257.496,57758.232,58524.88
6035,1006084,325193,Other,38032.656,78341.556,73994.57,80265.646,81231.044,83080.388,81503.944,75320.116,75113.216,78866.902
6036,1007809,325193,"Other,Suppliers of CO2",52074.904,51468.656,47253.272,49522.164,48182.468,55999.04,51530.156,29021.42,37353.1,85348.372
6037,1009807,334413,Other,47542.840137,42928.160546,66201.470122,66671.776516,61002.246743,86092.041137,93846.130925,94889.262,96446.223,87539.047
6038,1000467,221112,Power Plants,988878.596,988592.282,876904.25,914432.266,1102403.036,1171231.77,1304264.954,1333255.546,1223808.148,1225692.408
6039,1001100,221112,Power Plants,2511231.334,2584951.44,3322448.359745672,3746196.8929321463,1603124.229886664,1364845.61601098,1471604.5380648,1348446.634,1363770.466,1636651.206
6040,1006859,562212,Waste,390524.146,382419.046,484874.396,449369.646,374755.996,344931.598,268899.196,269561.796,360173.46,369450.82
6041,1001513,221112,Power Plants,6658.224,32711.928,25425.056,30735.236,35197.82,13921.796,18555.332,6017.58,33681.376,26849.052
6042,1002729,562212,Waste,38555.0,45569.5,44568.5,43374.25,42037.0,41836.5,41745.5,41376.5,40800.0,40303.25
6043,1004774,562212,Waste,56667.5,68057.0,49341.75,53976.0,50365.5,62856.75,75219.75,90247.5,110275.0,96380.0
6044,1010198,212112,Other,204702.5,419219.5,503463.25,441382.25,466180.0,504230.5,469691.25,392547.25,209947.5,114625.0
6046,1005031,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",91834.898,104801.648,92722.594,94335.886,82226.178,99399.222,94077.186,116176.01,117241.156,130461.726
6048,1001484,221112,Power Plants,2202498.45,2492901.92,2411306.532,2344309.26,2203129.166,58283.144,10340.1,19493.516,822937.292,375235.088
6049,1002725,327410,Minerals,245594.964,266224.332,293748.706,286712.806,257627.74,229221.974,255344.804,242170.228,270037.39,273749.87
6050,1005784,221112,Power Plants,339211.38,211478.748,261123.172,165894.03,286259.0,364673.558,302723.768,312006.148,355857.446,368704.748
6051,1006630,221112,Power Plants,3110355.376,2909076.272,2205812.576,2025013.344,2185648.9,1776059.368,1143641.012,1309140.796,1917797.64,932670.192
6052,1000455,221112,Power Plants,1232435.572,1214390.34,1018452.62,905141.788,990409.372,1070236.872,737703.224,903758.152,650589.34,524782.404
6053,1000328,311514,Other,29281.04,28376.544,32141.628,37351.06,31376.232,26377.8,33942.272,32061.88,29582.688,31811.88
6054,1000873,221112,Power Plants,2293.314,1460.528,7707.324,2263.112,2828.854,3524.546,250437.624,217799.836,163831.782,1088930.73
6055,1000236,221122,Power Plants,222325.312,224193.556,212331.7,196474.06,196893.108,196785.86,201423.992,193913.82,208774.064,249981.058
6056,1000966,221112,Power Plants,1466181.782,1139338.87,1505364.95,1254209.124,1462409.972,1538614.386,1580586.122,1555900.178,1718451.528,1264114.258
6059,1000665,221112,Power Plants,11514.592,9199.306,27345.118,26467.868,32192.626,21756.34,46289.166,40058.526,38048.412,31559.132
6060,1005725,327215,Minerals,35471.316,35793.116,33879.972,30850.784,28892.292,28267.544,27038.948,29459.888,29678.788,30976.184
6061,1006019,327215,Minerals,26652.8,26968.448,26893.948,27019.548,27212.348,28069.944,26084.652,23878.56,23926.06,27018.648
6062,1006211,327215,Minerals,28174.944,29810.388,29674.388,27469.596,26882.448,28872.592,28595.392,27931.944,28136.544,26366.0
6064,1000113,221112,Power Plants,35560.204,29065.392,34950.42,26109.404,37529.012,35012.82,23087.664,57174.388,52424.556,59359.68
6066,1000992,221112,Power Plants,19967.276,25627.756,19629.976,9753.012,16385.088,30374.588,23694.104,21020.472,26596.7,36037.058
6067,1001521,221112,Power Plants,1179182.344,2887462.162,5306606.252,5996933.578,5296482.342,6371672.554,9647224.106,9500878.946,9018206.524,10874589.158
6069,1001548,221112,Power Plants,551968.414,488636.098,635639.336,969360.56,917480.8,926799.416,1425613.962,1077544.986,1169508.48,1162310.154
6070,1011220,212112,Other,46920.75,73247.0,73308.25,48592.25,42450.75,43900.25,44488.25,39745.0,24020.75,33874.25
6072,1001281,336412,Power Plants,78453.508,89279.566,84514.882,66834.032,39822.188,40610.378,51300.58,86141.052,72972.616,87035.156
6075,1006994,322121,Pulp and Paper,104708.456,105266.004,108372.23,101344.876,101053.742,110078.742,107121.596,102306.86,98365.808,99295.39
6084,1000186,325611,Chemicals,102136.316,124351.268,110434.38,105261.0,109201.572,183870.576,211374.498,228506.208,266067.862,277512.908
6087,1009528,322121,Pulp and Paper,46529.024,42578.14,43415.636,42226.84,41031.296,38182.156,38767.204,39708.2,37396.36,31838.98
6088,1001244,322121,"Pulp and Paper,Waste",729979.878,707784.178,708246.498,719268.036,693701.248,680891.458,709655.916,666985.14,565398.8,558117.08
6090,1005080,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",152948.93,178846.328,153714.172,151571.486,166230.782,193827.718,150905.556,162182.632,158406.198,164405.64
6092,1010026,311613,"Other,Waste",10073.418,11370.264,10793.514,9901.368,73132.08,81102.954,137628.698,22180.394,27618.086,38438.028
6093,1011966,622110,Other,36762.16,35819.564,34460.016,37895.054,34944.516,36282.812,33023.122,34865.968,40837.392,35640.266
6096,1000790,221112,Power Plants,40951.348,36879.412,657293.494,608430.058,385787.084,491048.718,1016356.956,1022170.174,663714.294,1034111.928
6101,1004008,486110,Other,13042.94,12417.0,21039.31,26413.022,32696.372,42334.766,30494.256,36524.5,91575.02,47971.72
6103,1000165,611310,Other,304067.678,309999.238,279654.5,284952.934,328185.744,305962.034,327752.366,341668.2,396770.666,409030.8
6104,1006552,325193,"Other,Waste",51326.758,49234.964,51926.704,51465.556,45599.428,52518.552,57886.832,49115.916,56438.688,64476.608
6107,1000181,221112,Power Plants,68899.142,148005.25,37207.452,19172.864,14017.482,26163.488,38494.832,32654.152,92467.188,22302.366
6108,1010033,334413,Other,36093.342394,25192.174197,26798.252,34777.586394,35781.687,35284.888,45117.036,58287.517,54011.22,67775.169
6109,1004059,562212,Waste,89663.0,92124.75,117700.25,105229.5,143473.75,146781.5,154291.5,149645.0,109033.0,109872.5
6110,1005960,325193,"Other,Suppliers of CO2",49738.612,65259.604,67526.596,68419.192,68901.14,60209.424,54539.644,47620.92,35731.816,42674.94
6111,1007859,562212,Waste,27325.75,28928.5,30625.25,32421.75,34323.25,36336.5,38468.0,40724.25,51689.466825,54721.3544
6112,1001772,311230,Other,27896.444,26610.1,27820.796,27009.948,27564.096,28655.792,30598.384,30175.736,28501.7,29039.14
6113,1007738,541990,Other,22558.116,22181.368,23534.36,22320.716,25029.356,18940.928,18665.18,24834.056,28773.892,27219.796
6115,1001568,562212,Waste,38435.5,24279.75,63972.0,62836.0,47212.0,41999.75,44195.5,29827.5,34487.5,143688.75
6116,1003467,562212,Waste,57057.5,58210.25,59386.0,60585.75,61809.75,75670.0,77198.5,78758.0,80349.0,46225.0
6117,1003794,331492,Metals,96924.632,102510.776,80380.428,64283.736,63837.088,59089.084,71991.632,65390.79,69456.14,62039.74
6119,1010254,334413,Other,58543.546788,62281.732591,63513.893788,55596.713394,50062.790394,51010.559197,55384.281591,58734.712,65939.962,75354.66
6120,1006285,562212,Waste,1750.0,1373.75,1279.75,1491.0,1557.5,1219.5,1780.5,1362.5,1745.0,2052.5
6121,1005009,323111,Pulp and Paper,26765.1,33509.124,34108.418,35942.564,35879.164,36432.012,39200.5,38345.156,32700.228,34488.77
6122,1004909,323111,Pulp and Paper,24692.708,29609.386,29755.688,26459.0,26844.698,24719.652,25212.756,28756.792,29304.94,30541.436
6123,1000481,221112,Power Plants,800065.368,1069079.588,708532.024,238374.38,307509.388,290069.176,292940.764,349611.104,222666.724,361863.708
6126,1002231,331492,Metals,36231.892,35542.192,39153.144,38363.896,40828.44,66585.944,80893.844,57522.74,64873.19,74358.84
6127,1007455,221112,Power Plants,4803.472,9544.704,32805.28,14250.21,70295.36,351235.67,1180355.302,922485.904,990760.824,1088873.412
6128,1007798,562212,Waste,97175.45,52608.15,78596.9,69154.4,51786.15,102797.9,107440.9,162613.146,139156.88356,166718.294
6129,1007309,221112,Power Plants,1287025.012,2586691.75,3297605.026,2614173.764,2979344.53,2734405.54,3589414.508,3578465.978,3084206.982,3662319.67
6132,1001543,221112,Power Plants,62246.078,45150.61,286732.322,216905.652,355002.792,523141.608,866027.014,625559.816,266390.864,713554.414
6133,1005587,622110,Other,53658.756,55694.736,51766.412,54601.782,56363.528,59660.994,45949.324,49157.268,49179.694,49269.306
6134,1007772,221112,Power Plants,630019.06,584697.478,648085.598,613230.43,636733.868,676599.068,701627.22,558674.14,619891.666,638412.158
6135,1001023,221112,Power Plants,3485483.182,6672374.664,8047379.796,5890198.34,5286787.292,6377741.826,8845233.146,8531924.408,7035534.448,8817256.468
6136,1001602,221112,Power Plants,1081654.63,2165250.316,3132712.752,3064692.166,2803389.262,2834156.61,3536257.052,4377294.988,4587584.082,4994084.68
6137,1000959,221112,Power Plants,118227.012,280757.31,280783.49,93660.948,171107.254,125738.278,114715.73,107109.796,195343.076,261084.086
6138,1001073,312230,Other,39257.452,38414.954,38629.946,41816.034,48447.716,48664.46,47296.948,50059.212,48726.32,52388.052
6141,1002172,324199,Petroleum and Natural Gas Systems,20393.012,16282.11,23306.42,21350.29,22674.2,26593.4,26583.9,24263.0,25825.1,25773.366
6143,1005939,324199,Petroleum and Natural Gas Systems,169540.124,221363.966,182338.876,258447.546,156889.688,156199.792,217763.176,200754.372,246293.384,170727.922
6144,1005132,324199,Petroleum and Natural Gas Systems,104302.984,124021.138,113076.282,106868.24,100117.18,76312.276,65395.032,103120.928,156515.944,93110.118
6146,1003488,322121,Pulp and Paper,91078.908,89744.912,89473.862,89400.064,91551.692,86820.834,87536.62,82654.138,90334.62,91625.298
6147,1005697,562212,Waste,26432.278,32013.462,45279.91,48038.524,31214.888,114594.23,124746.048,108891.69,114005.744,133075.272
6149,1004676,562212,Waste,41993.25,39494.0,36760.5,33879.5,45643.25,36596.0,45203.0,41576.5,36418.75,39650.5
6151,1001906,322110,Pulp and Paper,61382.236,36068.254,29067.794,24507.272,27816.338,29118.526,27698.896,27707.188,34019.52,46584.064
6152,1001807,322110,Pulp and Paper,227971.992,214431.556,210847.276,201286.784,131487.51,175855.224,184703.324,153639.84,184102.63,178386.752
6153,1001721,331314,"Metals,Waste",44432.386,48311.172,56461.74,58090.284,57530.636,60233.576,60190.626,60630.376,50967.862,47739.024
6154,1003833,331314,Metals,28275.844,36588.512,39321.352,38714.404,39441.504,37689.86,43241.736,39884.5,32260.78,33926.624
6155,1007601,331410,Metals,31006.184,33498.824,36553.712,39108.452,40553.448,42881.088,44703.732,44850.58,45870.228,47073.772
6156,1007200,331410,Metals,0.0,19947.124,72253.328,61883.616,70587.984,114371.82,142533.364,140681.42,150819.14,120771.744
6158,1004745,562212,Waste,105007.5,97292.5,11656.0,26316.25,17496.75,70455.5,217748.5,173734.0,112156.25,158187.0
6159,1004711,562212,Waste,56863.0,66003.098,64330.098,69255.6,68337.1,55375.15,56482.6,53761.75,49466.25,48464.75
6161,1006463,212230,Other,138712.068,137864.62,144915.828,150264.796,156102.356,145485.528,149762.408,152984.75,145643.326,138390.28
6162,1004286,928110,Other,26525.388,24427.306,27002.306,23629.338,18174.752,30206.88,33825.374,35885.772,34471.768,39066.056
6163,1001157,325193,Other,82714.488,82642.488,86866.272,85052.18,93086.7,86808.758,136115.548,137199.888,132289.328,130141.548
6166,1001723,325193,Other,71398.732,67593.596,73291.824,74406.32,74439.52,73885.872,70006.436,76259.612,73382.874,71618.73
6167,1007668,562212,Waste,101984.99,148556.688,121613.544,135530.214,111087.05,109685.05,106592.4,116710.9,169733.957739,178591.956
6168,1006926,486210,Petroleum and Natural Gas Systems,33320.64,24426.772,24649.802,14174.872,16758.818,17962.058,34729.652,57880.62,68378.92,54196.932
6169,1006932,324110,"Chemicals,Refineries",530127.598,584739.642,595392.576,607024.882,524585.274,556035.636,560169.496,334779.964,520936.016,578300.198
6170,1003260,562212,Waste,98535.27,97482.328,91884.442,65825.75,69588.698,91656.996,89990.26,63143.76,61728.317036,67170.84
6172,1005673,562213,Waste,61050.726,56102.348,59221.988,59814.974,64924.556,57296.806,67961.034,61447.806,54884.452,58921.456
6173,1005873,562212,Waste,62145.0,66813.0,80958.75,85264.75,89357.0,75333.75,83058.75,64664.5,60099.5,53295.75
6175,1006140,562212,Waste,76649.85,90316.55,71022.25,85813.45,99607.95,102204.35,101408.65,155875.9,154517.9,152444.85
6176,1001069,322130,Pulp and Paper,73408.12,72490.024,72114.176,69291.484,70336.132,66309.996,70956.18,68013.64,61330.818,54719.444
6177,1000077,331110,Metals,58879.528,71135.432,78801.404,76235.012,61447.468,73193.024,77355.808,71702.38,80619.196,72355.728
6178,1003590,331492,Metals,105009.904,112440.768,81330.876,87860.972,79274.524,75354.78,83213.676,76406.54,71632.99,53483.29
6179,1001588,331315,Metals,43348.836,44306.884,41324.044,41763.492,42096.192,40716.296,37679.608,42893.39,33481.73,30290.13
6184,1006283,562212,Waste,14994.69,115931.542,99674.39,90953.69,93402.59,102509.334,102638.64,147434.29,254988.046,129773.592
6185,1005335,562212,Waste,52113.098,50379.398,49169.2,47551.198,46486.798,45708.0,44594.25,43584.5,50611.5,49182.5
6186,1004671,611310,Other,6237.476,13936.348,22191.016,25351.004,24205.908,26261.952,20852.572,30.14,29449.14,30084.236
6187,1002894,311224,Other,45807.65,39241.858,34135.018,28068.962,31288.08,25516.818,33924.666,2743.98,35451.714,29108.91
6189,1007706,562212,Waste,42103.25,64228.0,101784.0,114863.5,133263.75,136086.5,143528.8,149277.384,95005.715437,62611.288
6190,1004487,562212,Waste,119859.0,134551.5,107233.75,96345.0,96250.25,123694.0,115851.5,110617.5,139967.5,139242.5
6194,1002951,562212,Waste,148544.454,144744.722,99439.082,106534.842,130384.75,149749.784,145277.962,147298.032,176805.192796,174463.0648
6197,1005900,562212,Waste,7492.25,17402.0,11683.5,21286.5,22128.5,11701.75,23833.5,27942.5,66962.5,62930.0
6198,1007769,562212,Waste,13351.25,13826.25,12489.5,13617.0,13186.75,15148.5,14504.25,15326.5,14867.033175,31500.0
6200,1005717,562212,Waste,238137.828,340373.088,886352.574,510236.432,376764.942,267715.788,385148.432,352788.48,289427.144,324210.48
6201,1003002,327310,Minerals,1882231.232,1689285.562,1792999.098,1914471.028,1706441.882,1841111.916,1742903.118,1732452.106,1277124.454,965799.774
6202,1007687,562212,Waste,46792.112,58164.87,74777.702,72162.404,63973.768,56171.228,65885.758,68136.766,93762.819134,82568.353024
